x,y
1.0434782608695652, 0.0012459283387622148
1.7391304347826086, 0.0029315960912052116
2.0869565217391304, 0.0043973941368078175
2.782608695652174, 0.006156351791530944
3.4782608695652173, 0.008208469055374592
4, 0.009747557003257327
4.695652173913043, 0.011579804560260585
5.043478260869565, 0.013705211726384364
5.565217391304348, 0.01583061889250814
6.08695652173913, 0.017296416938110747
6.956521739130435, 0.018982084690553742
7.826086956521739, 0.02059446254071661
8.17391304347826, 0.022280130293159606
8.695652173913043, 0.023965798045602605
9.391304347826086, 0.0256514657980456
9.73913043478261, 0.027043973941368076
10.434782608695652, 0.02872964169381107
11.826086956521738, 0.03107491856677524
13.217391304347826, 0.03312703583061889
14.08695652173913, 0.034812703583061884
15.304347826086957, 0.03635179153094462
16.17391304347826, 0.037744299674267096
17.913043478260867, 0.039356677524429964
19.304347826086957, 0.04067589576547231
21.391304347826086, 0.04199511400651466
23.304347826086957, 0.04309446254071661
25.391304347826086, 0.044120521172638434
28.52173913043478, 0.04521986970684039
31.304347826086957, 0.045806188925081426
34.95652173913044, 0.04653908794788273
38.78260869565217, 0.046978827361563516
42.78260869565217, 0.047345276872964165
46.608695652173914, 0.047418566775244295
50.26086956521739, 0.047345276872964165
53.391304347826086, 0.047565146579804554
57.91304347826087, 0.047491856677524424
60.69565217391304, 0.047565146579804554
63.30434782608695, 0.047638436482084684
66.08695652173913, 0.047638436482084684
71.13043478260869, 0.047638436482084684
76, 0.047638436482084684
83.30434782608695, 0.047638436482084684
88.34782608695652, 0.047638436482084684
93.04347826086956, 0.047638436482084684
99.13043478260869, 0.047638436482084684
103.82608695652173, 0.047638436482084684
110.08695652173913, 0.047638436482084684
113.91304347826086, 0.047638436482084684
119.47826086956522, 0.047638436482084684
123.65217391304347, 0.047638436482084684
129.2173913043478, 0.047711726384364814
133.56521739130434, 0.047711726384364814
137.7391304347826, 0.047638436482084684
140.52173913043478, 0.047711726384364814
143.47826086956522, 0.047711726384364814
